1144,огурцы соленые,г
1145,одуванчики,г
1146,окорок,г
1147,окорок варено-копченый,г
1148,окунь,г
1149,окунь красный филе,г
1150,окунь морской,г
1151,окунь морской филе,г
1152,окунь филе,г
1153,оленина,г
1154,оливки,г
1155,оливки без косточек,г
1156,оливки зеленые,г
1157,оливки зеленые консервированные,по вкусу
1158,оливки каламата,банка
1159,оливки консервированные,г
1160,"оливки, фаршированные анчоусами",г
1161,оливки черные,г
1162,оливковая паста,по вкусу
1163,оливковое масло,г
1164,оливковое масло Extra Virgin,г
1165,опунция плоды,г
1166,опята,г
1167,опята замороженные,по вкусу
1168,опята маринованные,г
1169,орегано,г
1170,орегано свежий,г
1171,орегано сушеный,г
1172,орехи,г
1173,орехи бразильские,г
1174,орехи макадамия,г
1175,орехи пекан,г
1176,орехи пекан засахаренные,г
1177,орехи пинии,г
1178,ореховая крошка,г
1179,ореховая паста,стакан
1180,ореховое масло,шт.
1181,ореховый ликер,ст. л.
1182,ореховый соус,мл
1183,осетр,ст. л.
1184,осетрина холодного копчения,г
1185,осьминог,г
1186,осьминоги консервированные,г
1187,осьминоги мини,г
1188,отруби,г
1189,ошеек,г
1190,пагр,г
1191,пажитник,г
1192,пажитник семена,г
1193,палтус,г
1194,пальмовое масло,г
1195,пангасиус,г
1196,панеттоне,г
1197,Панифарин,шт.
1198,панчетта,г
1199,папайя,г
1200,папайя консервированная в собственном соку,г
1201,папоротник,г
1202,папоротник соленый,г
1203,паппарделле,упаковка
1204,паприка,г
1205,паприка копченая,г
1206,паприка красная,ст. л.
1207,паприка красная молотая,ст. л.
1208,паприка острая копченая,г
1209,паприка сладкая,г
1210,паприка сладкая копченая,г
1211,паприка сладкая хлопьями,г
1212,пармезан,ч. л.
1213,паста,г
1214,паста веджимайт,г
1215,паста тахини,г
1216,паста хариса,г
1217,пастернак,ст. л.
1218,пастила,г
1219,пастила виноградная,г
1220,патиссоны,г
1221,патока,г
1222,патока крахмальная,г
1223,патока черная (меласса),г
1224,пахта,г
1225,паштет,г
1226,пекарский порошок,г
1227,пекарский порошок,г
1228,пекорино,ч. л.
1229,пектин,г
1230,пеленгас,г
1231,пельмени,г
1232,пенне,г
1233,пенне ригате,г
1234,пеперончино,г
1235,пеперончино молотый,ч. л.
1236,переводной лист для шоколада,щепотка
1237,перепелки,шт.
1238,перец,тушка
1239,перец белый,г
1240,перец белый горошком,г
1241,перец белый молотый,по вкусу
1242,перец белый свежемолотый,г
1243,перец болгарский,ч. л.
1244,перец болгарский желтый,г
1245,перец болгарский зеленый,г
1246,перец болгарский красный,г
1247,перец горошком,г
1248,перец горошком смесь,г
1249,перец душистый,г
1250,перец душистый горошком,щепотка
1251,перец душистый молотый,г
1252,перец испанский острый,г
1253,перец кайенский,шт.
1254,перец кайенский красный,г
1255,перец кайенский молотый,г
1256,перец красный,щепотка
1257,перец красный горошком,г
1258,перец красный жгучий,г
1259,перец красный молотый,г
1260,перец красный острый,г
1261,перец красный острый молотый,г
1262,перец красный хлопьями,по вкусу
1263,перец лимонный,щепотка
1264,перец маринованный,г
1265,перец острый,г
1266,перец острый зеленый,г
1267,перец острый молотый,шт.
1268,перец падрон,щепотка
1269,перец пеперони,г
1270,перец пеперони красный,г
1271,перец розовый горошком,шт.
1272,перец свежемолотый смесь,г
1273,перец сенегальский,г
1274,перец сладкий,по вкусу
1275,перец сладкий желтый,г
1276,перец сладкий зеленый,г
1277,перец сладкий красный,г
1278,перец сладкий красный маринованный,г
1279,перец сладкий красный молотый,шт.
1280,перец сладкий оранжевый,г
1281,перец сладкий сушеный,г
1282,перец сычуаньский,г
1283,перец халапеньо,г
1284,перец халапеньо маринованный,г
1285,перец черный,шт.
1286,перец черный горошком,ст. л.
1287,перец черный молотый,по вкусу
1288,перец черный свежемолотый,г
1289,перец чили,г
1290,перец чили зеленый,г
1291,перец чили красный,стручок
1292,перец чили маринованный,стручок
1293,перец чили молотый,по вкусу
1294,перец чили сухой,г
1295,перец чили хлопьями,ст. л.
1296,перец ямайский,по вкусу
1297,перловая крупа,г
1298,перловая мука,г
1299,персики,г
1300,персики консервированные,г
1301,персики сушеные,г
1302,персиковое пюре,горсть
1303,персиковый джем,г
1304,персиковый мармелад,г
1305,персиковый сироп,ст. л.
1306,персиковый сок,мл
1307,перцовая паста,г
1308,петрушка,ч. л.
1309,петрушка зелень,г
1310,петрушка итальянская,г
1311,петрушка корень,пучок
1312,петрушка рубленая,г
1313,петрушка сушеная,г
1314,печень,г
1315,печенье,г
1316,печенье Oreo,по вкусу
1317,печенье Амаретти,г
1318,печенье бисквитное,г
1319,печенье галетное,г
1320,печенье «Дамские пальчики»,шт.
1321,печенье песочное,г
1322,печенье рассыпчатое,г
1323,печенье Савоярди,г
1324,печенье сахарное,г
1325,печенье сладкое,г
1326,печенье сухое,г
1327,печенье шоколадное,г
1328,печенье Юбилейное молочное,г
1329,пиво,г
1330,пиво имбирное,г
1331,пиво нефильтрованное,мл
1332,пиво светлое,г
1333,пиво темное,г
1334,пикша,банка
1335,питы,шт.
1336,повидло,по вкусу
1337,подсолнечное масло,г
1338,подсолнечные семечки,г
1339,полба,г
1340,полба недозрелая,г
1341,полента,г
1342,полента быстрого приготовления,по вкусу
1343,помело,стакан
1344,помидоры,г
1345,помидоры бурые,г
1346,помидоры вяленые,г
1347,помидоры вяленые в масле,по вкусу
1348,помидоры желтые,г
1349,помидоры зеленые,шт.
1350,помидоры консервированные,кг
1351,помидоры консервированные в собственном соку,г
1352,помидоры консервированные в собственном соку с базиликом,г
1353,помидоры протертые пассата,г
1354,помидоры соленые,г
1355,помидоры сушеные хлопьями,шт.
1356,помидоры черри,г
1357,помидоры черри желтые,г
1358,попкорн,г
1359,поросенок,г
1360,портвейн,кг
1361,портобелло,г
1362,портулак,г
1363,посыпка кондитерская,г
1364,почки,по вкусу
1365,приправа 4 перца,г
1366,приправа 5 специй (five spice),г
1367,приправа для баранины,ч. л.
1368,приправа для картофеля,ст. л.
1369,приправа для курицы,г
1370,приправа для макарон,г
1371,приправа для маринования свинины,по вкусу
1372,приправа для морепродуктов,по вкусу
1373,приправа для мяса,по вкусу
1374,приправа для паэльи,г
1375,приправа для пиццы,по вкусу
1376,приправа для плова,ч. л.
1377,приправа для птицы,г
1378,приправа для рыбы,ст. л.
1379,приправа для салатов,г
1380,приправа заатар,по вкусу
1381,приправа креольская,ч. л.
1382,приправа с сушеными грибами,ст. л.
1383,приправы,ч. л.
1384,прованские травы,г
1385,проволоне,г
1386,просекко,г
1387,простокваша,мл
1388,протеин сывороточный,г
1389,прошутто,г
1390,пряники,г
1391,пряничные специи,г
1392,пряности,г
1393,псиллиум,г
1394,птитим,г
1395,пудинг,г
1396,пудинг ванильный,г
1397,пудинг ванильный инстант,г
1398,пудинг карамельный,упаковка
1399,пшеница,г
1400,пшеничная крупа,г
1401,пшеничная мука,г
1402,пшеничная мука цельнозерновая,г
1403,пшеничные зародыши,г
1404,пшеничные отруби,стакан
1405,пшеничные ростки,г
1406,пшеничные хлопья,г
1407,пшенные хлопья,г
1408,пшено,ст. л.
1409,пыльца цветочная,г
1410,пюре,г
1411,радиккио,по вкусу
1412,разрыхлитель,шт.
1413,раки,г
1414,раковые шейки,шт.
1415,раковые шейки в рассоле,г
1416,рамбутан,г
1417,рапаны,г
1418,рапсовое масло,г
1419,рассол,по вкусу
1420,рассол от каперсов,г
1421,рассол от оливок,ст. л.
1422,растительное масло,ст. л.
1423,растительное масло для жарки,г
1424,растительное масло нерафинированное,г
1425,растительное масло рафинированное,стакан
1426,растительное молоко,г
1427,ревень,стакан
1428,реган,г
1429,редис,веточка
1430,редька,г
1431,редька белая,г
1432,редька зеленая,шт.
1433,редька черная,шт.
1434,репа,шт.
1435,репа белая,г
1436,ржаная закваска,шт.
1437,ржаная закваска густая,г
1438,ржаная мука,г
1439,ржаные отруби,г
1440,ригатони,г
1441,рикотта,г
1442,рикотта твердая,г
1443,рис,г
1444,рис арборио,г
1445,рис басмати,г
1446,рис бурый,г
1447,рис бурый и дикий смесь,г
1448,рис вареный,г
1449,рис виола,г
1450,рис девзира,г
1451,рис дикий,г
1452,рис дикий и золотистый смесь,г
1453,рис длиннозерный,г
1454,рис длиннозерный золотистый,г
1455,рис для плова,г
1456,рис для пудинга,г
1457,рис для ризотто,г
1458,рис для суши,г
1459,рис жасминовый,г
1460,рис золотистый,г
1461,рис индика,г
1462,рис италика,г
1463,рис карнароли,г
1464,рис красный,г
1465,рис круглозерный,г
1466,рис кубанский,г
1467,рисовая бумага,г
1468,рисовая лапша,г
1469,рисовая мука,г
1470,рисовое вино,г
1471,рисовые хлопья,ч. л.
1472,рисовые шарики воздушные,г
1473,рисовый крахмал,г
1474,рисовый уксус,ст. л.
1475,рис пропаренный,по вкусу
1476,рис пропаренный и дикий смесь,г
1477,рис японика,г
1478,рожь,г
1479,розмарин,г
1480,розмарин сушеный,шт.
1481,розовая вода,по вкусу
1482,розовые бутоны сушеные,г
1483,розовые лепестки,г
1484,розы,г
1485,рокфор,г
1486,ром,г
1487,ромашка сушеная,бутылка
1488,ромовый экстракт,г
1489,ром темный,ч. л.
1490,ростбиф,г
1491,рукола,г
1492,рулька,г
1493,рыба,по вкусу
1494,рыба белая,г
1495,рыба белая филе,г
1496,рыба консервированная,г
1497,рыба копченая,банка
1498,рыба копченая филе,г
1499,рыба красная,г
1500,рыба красная соленая,г
1501,рыба красная филе,г
1502,рыба-меч,г
1503,рыба морская,г
1504,рыба солнечник филе,г
1505,рыба-соль,шт.
1506,рыбное филе,г
1507,рыбные консервы,г
1508,рыбные кости,г
1509,"рыбные обрезки, головы, плавники",г
1510,рыбный бульон,по вкусу
1511,рыбный соус,г
1512,рыбный соус Nam Pla,г
1513,рыбный соус тайский,г
1514,рыбный фарш,г
1515,рябина черноплодная,г
1516,рябчик,г
1517,ряженка,г
1518,ряженка 4%,г
1519,сайда,г
1520,сайда филе,г
1521,сайра,г
1522,сайра консервированная,г
1523,саке,банка
1524,салака,ст. л.
1525,салат,г
1526,салат айсберг,г
1527,салат китайский,г
1528,салат корн,г
1529,салат кочанный,пучок
1530,салат кучерявый,г
1531,салат листовой,г
1532,салатный микс,г
1533,салат романо,г
1534,салат фриссе,г
1535,сало,г
1536,сало копченое в перце,г
1537,сало копченое с мясными прослойками,г
1538,сало с мясными прослойками,г
1539,сальник,г
1540,сальса,г
1541,сальса верде,г
1542,салями,ч. л.
1543,салями итальянская,г
1544,сардельки,г
1545,сардельки копченые,г
1546,сардинки маленькие,г
1547,сардины,шт.
1548,сардины в масле,г
1549,сахар,банка
1550,сахар ванильный,г
1551,сахар демерара,г
1552,сахар жемчужный,г
1553,сахар коричневый,г
1554,сахар коричневый крупнокристаллический,г
1555,сахар мусковадо,г
1556,сахарная пудра,г
1557,сахарная пудра апельсиновая,г
1558,сахарная пудра ванильная,г
1559,сахарные жемчужинки,г
1560,сахарные кондитерские украшения,г
1561,сахарный песок,г
1562,сахарный песок крупный,г
1563,сахарный песок мелкий,г
1564,сахарный сироп,г
1565,сахар пальмовый,г
1566,сахар-рафинад,г
1567,сахар-рафинад с корицей,г
1568,сахар тростниковый,г
1569,сванская соль,г
1570,свекла,г
1571,свекла вареная,г
1572,свекольная ботва,г
1573,свекольные листья,г
1574,свиная вырезка,г
1575,свиная голова,г
1576,свиная грудинка,г
1577,свиная корейка,г
1578,свиная корейка копченая,г
1579,свиная корейка на кости,г
1580,свиная лопатка варено-копченая,г
1581,свиная мякоть,г
1582,свиная пашина,г
1583,свиная печень,кг
1584,свиная рулька,г
1585,свиная рулька варено-копченая,по вкусу
1586,свиная рулька копченая,г
1587,свиная шейка,г
1588,свинина,кусок
1589,свинина вареная,г
1590,свинина нежирная,г
1591,свинина с жирком,г
1592,свиное сердце,г
1593,свиное филе,г
1594,свиной подчеревок,г
1595,свиной фарш,г
1596,свиной язык,г
1597,свиные котлеты на косточке,г
1598,свиные легкие,шт.
1599,свиные ножки,г
1600,свиные отбивные,г
1601,свиные отбивные на косточке,г
1602,свиные ребра,г
1603,свиные уши,г
1604,свиные щечки,шт.
1605,свити,шт.
1606,сельдерей,г
1607,сельдерей зелень,г
1608,сельдерей корень,г
1609,сельдерей корень сушеный,г
1610,сельдерейная соль,по вкусу
1611,сельдерей семена,г
1612,сельдерей стебли,ч. л.
1613,сельдь,г
1614,сельдь слабосоленая,г
1615,сельдь соленая,г
1616,сельдь филе,шт.
1617,семга,г
1618,семга копченая,г
1619,семга свежая,г
1620,семга соленая,г
1621,семга филе на коже,г
1622,семечки,г
1623,семечки смесь,г
1624,семолина,ст. л.
1625,сервелат варено-копченый,г
1626,сибас,г
1627,сидр,г
1628,сироп,г
1629,сироп от консервированных груш,г
1630,сироп от консервированных персиков,г
1631,сироп топинамбура,ст. л.
1632,скумбрия,стакан
1633,скумбрия свежая,по вкусу
1634,скумбрия филе,г
1635,скумбрия холодного копчения,г
1636,сливки,г
1637,сливки 10-20%,упаковка
1638,сливки 15%,г
1639,сливки 20%,г
1640,сливки 33-35%,г
1641,сливки жирные,г
1642,сливки кондитерские,г
1643,сливовая паста,г
1644,сливовое варенье,г
1645,сливовое вино,г
1646,сливовый джем,г
1647,сливовый ликер,г
1648,сливовый соус,ст. л.
1649,сливочное масло,г
1650,сливы,г
1651,сливы замороженные,кг
1652,смалец,г
1653,смесь для кекса,г
1654,смесь для оладий,шт.
1655,смесь для хлеба 8 злаков,г
1656,сметана,г
1657,сметана 10%,г
1658,сметана 15%,г
1659,сметана 18%,ч. л.
1660,сметана 20%,г
1661,сметана 25%,г
1662,сметана 30%,г
1663,сметана 35%,г
1664,сметана жирная,г
1665,сметана нежирная,г
1666,сметана некислая,г
1667,смородина сушеная,г
1668,смородиновые листья,г
1669,сморчки сухие,г
1670,снежок,г
1671,сныть,л
1672,сода,г
1673,соевая мука,г
1674,соевое масло,г
1675,соевое молоко,г
1676,соевые ростки,г
1677,соевый соус,г
1678,сок,г
1679,сок из красных апельсинов,г
1680,сок мультивитаминный,мл
1681,сок юзу,мл
1682,солод,мл
1683,солод жидкий,ч. л.
1684,солодовый экстракт,г
1685,солод темный,г
1686,соломка,г
1687,соль,г
1688,соль гималайская,г
1689,соль крупного помола,г
1690,соль морская,г
1691,сом филе,г
1692,сосиски,шт.
1693,сосиски из куриного фарша,шт.
1694,сосиски копченые,шт.
1695,соус,г
1696,соус black bean,г
1697,соус sambal oelek,ст. л.
1698,соус барбекю,ч. л.
1699,соус краснодарский,г
1700,соус красный острый,г
1701,соус мирин,г
1702,соус наршараб,по вкусу
1703,соус острый,г
1704,соус песто,г
1705,соус сацебели,по вкусу
1706,соус табаско,г
1707,соус терияки,капля
1708,соус ткемали,г
1709,соус ткемали благородный,стакан
1710,соус ткемали ранний,г
1711,соус устричный,ст. л.
1712,соус чили,ч. л.
1713,соус чили сладкий,г
1714,соус экзотический,ч. л.
1715,соя,г
1716,спагетти,г
1717,спагетти № 3,г
1718,спагетти № 5,г
1719,спагетти лунги,г
1720,спаржа,г
1721,спаржа белая,кг
1722,спаржа зеленая,г
1723,спаржа молодая,г
1724,спек,г
1725,спельта,г
1726,спельтовая (полбяная) мука,стакан
1727,специи,г
1728,спирт,г
1729,спирулина порошок,г
1730,спред,г
1731,ставрида,г
1732,стейк семги,г
1733,стейк семги,шт.
1734,стеклянная лапша,г
1735,страчателла,г
1736,судак,г
1737,судак филе,г
1738,судак филе на коже,г
1739,сулугуни,г
1740,сулугуни копченый,г
1741,сумах,г
1742,суповой набор,г
1743,сухари,г
1744,сухари белые,по вкусу
1745,сухари молотые,г
1746,сухари панировочные,г
1747,сухари ржаные,г
1748,сухарная крошка,г
1749,сухофрукты,г
1750,сухофрукты тропические,г
1751,сушки,по вкусу
1752,сыворотка,г
1753,сыр,г
1754,сыр tete de moine,г
1755,сыр Австрия блю,г
1756,сыр адыгейский,г
1757,сыр бри,г
1758,сыр буко,г
1759,сыр гауда,г
1760,сыр гойя,г
1761,сыр голландский,г
1762,сыр голубой,г
1763,сыр гравьера,г
1764,сыр джугас,г
1765,сыр домашний,г
1766,сыр дорблю,г
1767,сыр имеретинский,г
1768,сыр кефалотири,г
1769,сырки творожные,г
1770,сыр козий мягкий,г
1771,сыр козий твердый,г
1772,сыр колбасный,г
1773,сыр копченый,г
1774,сыр коттедж,г
1775,сыр Маскарпоне,г
1776,сыр мраморный,г
1777,сыр мягкий,г
1778,сыр овечий,по вкусу
1779,сыр панир,г
1780,сыр пеше миньон,г
1781,сыр плавленый,г
1782,сыр плавленый шоколадный,г
1783,сыр пластинками,г
1784,сыр полутвердый,г
1785,сыр провола,г
1786,сыр российский,г
1787,сыр скаморца,г
1788,сыр скаморца копченый,г
1789,сыр сливочный,г
1790,сыр с плесенью,г
1791,сыр с плесенью мягкий,г
1792,сыр твердый,г
1793,сыр филадельфия,г
1794,сыр фонтина,г
1795,сыр хаварти,г
1796,сыр швейцарский,г
1797,сычужный фермент,г
1798,таледжо,ч. л.
1799,тальолини,г
1800,тальятелле,г
1801,тальятелле-гнезда,г
1802,тамаринд,шт.
1803,тамариндовая паста,шт.
1804,тапиока,ч. л.
1805,тарталетки,г
1806,тартар,по вкусу
1807,тархун,ст. л.
1808,творог,г
1809,творог 18%,г
1810,творог 2%,г
1811,творог 5%,г
1812,творог 9%,г
1813,творог жирный,г
1814,творог зерненый,г
1815,творог обезжиренный,г
1816,творожная масса,г
1817,творожная паста,г
1818,творожный сыр,г
1819,творожный сыр соленый,г
1820,творожок клубничный,г
1821,текила,г
1822,телятина,стакан
1823,телятина вареная,по вкусу
1824,телячий фарш,г
1825,телячьи отбивные на косточке,г
1826,телячьи шницели,шт.
1827,телячьи эскалопы,шт.
1828,телячья вырезка,г
1829,телячья печень,г
1830,телячья щека,г
1831,тесто бездрожжевое,шт.
1832,тесто готовое,г
1833,тесто для вонтонов,г
1834,тесто для пиццы,г
1835,тесто дрожжевое,шт.
1836,тесто катаифи,по вкусу
1837,тесто макаронное,г
1838,тесто макаронное для лазаньи,г
1839,тесто пельменное,г
1840,тесто песочное,г
1841,тесто пресное,по вкусу
1842,тесто пряничное,г
1843,тесто слоеное,г
1844,тесто слоеное бездрожжевое,г
1845,тесто слоеное дрожжевое,по вкусу
1846,тесто фило,кг
1847,тилапия,г
1848,тилапия филе,г
1849,тильзитер,г
1850,тимьян,г
1851,тимьян лимонный,горсть
1852,тимьян свежий,веточка
1853,тимьян сушеный,по вкусу
1854,ткемали,г
1855,тмин,г
1856,тмин молотый,г
1857,томатная паста,г
1858,томатное пюре,г
1859,томатный концентрат,г
1860,томатный порошок,г
1861,томатный сок,г
1862,томатный соус,г
1863,томатный соус итальянский,г
1864,томатный соус острый,г
1865,томатный соус с базиликом,г
1866,тоник,г
1867,топинамбур,бутылка
1868,топленое масло,г
1869,тортильи,г
1870,тортильони,по вкусу
1871,тофу,г
1872,травы ароматные,г
1873,травы пряные с перцем,г
1874,травы сухие,ч. л.
1875,треска,г
1876,треска печень,г
1877,треска филе,г
1878,трюфель,г
1879,трюфельная крошка,г
1880,трюфельное масло,г
1881,трюфель черный,ст. л.
1882,тунец,шт.
1883,тунец консервированный,по вкусу
1884,тунец филе,г
1885,тушенка,г
1886,тыква,г
1887,тыквенное масло,г
1888,тыквенное пюре,шт.
1889,тыквенные семечки,г
1890,тюлька свежая,г
1891,угорь,г
1892,угорь копченый,г
1893,угурт,г
1894,укроп,г
1895,укропное семя,г
1896,укроп свежий,ч. л.
1897,укроп сушеный,г
1898,уксус,г
1899,уксус 9%,г
1900,уксус из сидра,г
1901,уксусная эссенция,ст. л.
1902,уксус столовый,г
1903,улитки,г
1904,улитки виноградные,г
1905,урюк,шт.
1906,устрицы,г
1907,утиная грудка,г
1908,утиная печень,г
1909,утиное филе,г
1910,утиные бедрышки,г
1911,утиные ножки,г
1912,утка,по вкусу
1913,утка печеная,по вкусу
1914,утка тушка,г
1915,уцхо-сунели,тушка
1916,фазан,г
1917,фарш (баранина и говядина),г
1918,фарш (свинина и курица),г
1919,фасоль,г
1920,фасоль белая,г
1921,фасоль белая консервированная,г
1922,фасоль белая лима,г
1923,фасоль зеленая стручковая,г
1924,фасоль кенийская,г
1925,фасоль кидни красная,горсть
1926,фасоль консервированная,г
1927,фасоль красная,г
1928,фасоль красная вареная,г
1929,фасоль красная консервированная,стакан
1930,фасоль молодая замороженная,г
1931,фасоль пинто,г
1932,фасоль спаржевая вареная,г
1933,фасоль стручковая,г
1934,фасоль стручковая замороженная,г
1935,фасоль стручковая консервированная,г
1936,фасоль черный глаз,г
1937,фейхоа,г
1938,фенхель,г
1939,фенхель семена,г
1940,фенхель семена молотые,г
1941,фестонате,г
1942,фета,г
1943,фетаки,г
1944,фетакса,г
1945,феттучине,г
1946,фиалки засахаренные,г
1947,фиалковый сироп,шт.
1948,физалис,г
1949,филе красного окуня,по вкусу
1950,филе лосося,шт.
1951,филе палтуса,г
1952,финики,шт.
1953,финики без косточек,г
1954,финики иранские,стакан
1955,финики иранские без косточек,г
1956,фисташки,шт.
1957,фисташки очищенные,г
1958,фисташки очищенные несоленые,г
1959,фисташки рубленые,горсть
1960,фисташковая мука,г
1961,фисташковая паста,г
1962,фисташковое масло,г
1963,фокачча,г
1964,форель,по вкусу
1965,форель вареная,г
1966,форель горячего копчения,г
1967,форель озерная свежая,г
1968,форель слабосоленая,шт.
1969,форель слабосоленая,г
1970,форель стейки,г
1971,форель филе,шт.
1972,форель холодного копчения,г
1973,фрикадельки,г
1974,фрукт дракона,г
1975,фруктовый сироп,шт.
1976,фруктовый сок,г
1977,фруктовый сок без сахара,г
1978,фруктоза,стакан
1979,фрукты,г
1980,фрукты консервированные,г
1981,фундук,г
1982,фундучная мука,г
1983,фунчоза,г
1984,халва,г
1985,халва ванильная,г
1986,халва подсолнечная,г
1987,халуми,г
1988,хамон,г
1989,хек,г
1990,хек филе,г
1991,херес,г
1992,хересный уксус,стакан
1993,хлеб,кусок
1994,хлеб 7 злаков,г
1995,хлеб белый,батон
1996,хлеб белый сухой,г
1997,хлеб бородинский,г
1998,хлеб датский ржаной,кусок
1999,хлеб для сэндвичей,г
2000,хлебная крошка,г
2001,хлеб ржаной,г
2002,хлеб серый,г
2003,хлеб с кунжутом,г
2004,хлеб цельнозерновой,кусок
2005,хлебцы пшенично-ржаные цельнозерновые,г
2006,хлопья 4 злака,г
2007,хлопья 5 злаков,г
2008,хлопья 7 злаков,г
2009,хлопья быстрого приготовления,ст. л.
2010,хлорид кальция,стакан
2011,хмели-сунели,г
2012,хмель,г
2013,хрен,г
2014,хрен протертый,г
2015,хрен со сливками,г
2016,хурма,г
2017,хурма спелая,г
2018,цесарка тушка,г
2019,цикорий,г
2020,цитроновые цукаты,ч. л.
2021,цитрусовые цукаты,горсть
2022,цитрусовый свежевыжатый сок,мл
2023,цукаты,мл
2024,цукини,г
2025,цукини цветы,г
2026,цыплята,шт.
2027,цыплята-корнишоны,г
2028,чабер,шт.
2029,чабрец,г
2030,чабрец сушеный,г
2031,чай дарджилинг,г
2032,чай жасминовый,пакетик
2033,чай зеленый,ст. л.
2034,чай копченый лапсанг сушонг,пакетик
2035,чай красный,г
2036,чай ройбуш,г
2037,чай черный,ст. л.
2038,чай черный крупнолистовой,г
2039,чай черный со специями,ч. л.
2040,чай эрл грей,пакет
2041,чатни манго,стакан
2042,чеддер,г
2043,черемуха,г
2044,черемуховая мука,г
2045,черемша,г
2046,черешневый джем,г
2047,черешня,г
2048,черешня консервированная без косточек,г
2049,черная смородина,г
2050,черника,г
2051,черника замороженная,г
2052,чернила каракатицы,г
2053,черничный джем,г
2054,чернослив,г
2055,чернослив без косточек,г
2056,чернослив вяленый,г
2057,чернослив копченый без косточек,г
2058,черносмородиновое варенье,г
2059,черносмородиновый джем,г
2060,чеснок,г
2061,чеснок молодой,г
2062,чеснок сушеный,г
2063,чесночная соль,г
2064,чесночное масло,мл
2065,чесночный порошок,по вкусу
2066,чечевица,г
2067,чечевица вареная,г
2068,чечевица зеленая,ст. л.
2069,чечевица красная,г
2070,чечил спагетти,г
2071,чиабатта,г
2072,чиа семена,кусок
2073,чипотле молотый,г
2074,чипсы,щепотка
2075,чоризо,г
2076,шалфей,г
2077,шалфей свежий,г
2078,шалфей сушеный,пучок
2079,шампанское,мл
2080,шампанское советское,мл
2081,шампанское сухое,мл
2082,шампиньоны,ст. л.
2083,шампиньоны замороженные,г
2084,шампиньоны консервированные,г
2085,шампиньоны маринованные,г
2086,шампиньоны свежие,г
2087,шафран,г
2088,шафран имеретинский,г
2089,шафран молотый,г
2090,шафран нити,ч. л.
2091,шелковица,шт.
2092,шелковица сушеная,г
2093,шиповник,г
2094,шиповниковый сироп,г
2095,шнапс,г
2096,шнитт-лук,г
2097,шоколад,г
2098,шоколад белый,г
2099,шоколад горький с апельсиновой цедрой,г
2100,шоколад молочный,г
2101,шоколад мятный,г
2102,шоколадная паста,г
2103,шоколадная стружка,г
2104,шоколадное масло,г
2105,шоколадно-ореховая паста,г
2106,шоколадные горошины,г
2107,шоколадные капли,г
2108,шоколадные капли белые,г
2109,шоколадные конфеты,г
2110,шоколадные хлопья,г
2111,шоколадные шарики из готовых завтраков,г
2112,шоколадный ликер,мл
2113,шоколадный сироп,г
2114,шоколадный соус,г
2115,шоколад полусладкий,г
2116,шоколад с орехами,г
2117,шоколад черный горький,г
2118,шоколад черный горький 70%,г
2119,шоколад черный горький 75%,г
2120,шоколад черный горький 85%,г
2121,шортенинг,г
2122,шпик,г
2123,шпик копченый,г
2124,шпинат,г
2125,шпинат замороженный,г
2126,шпинат молодой,г
2127,шпинат свежий,г
2128,шпроты,г
2129,шпроты в масле,г
2130,шрот,г
2131,щавель замороженный,г
2132,щавель свежий,г
2133,щука,г
2134,щука филе,г
2135,эгг-ног,г
2136,эдам,г
2137,эль,г
2138,эмменталь,г
2139,эскалоп,г
2140,эстрагон,г
2141,эстрагон сушеный,г
2142,яблоки,веточка
2143,яблоки антоновка,г
2144,яблоки гала,кг
2145,яблоки голден,г
2146,яблоки гренни смит,г
2147,яблоки зеленые,кг
2148,яблоки красные,г
2149,яблоки моченые,шт.
2150,яблоки нетвердых сортов,шт.
2151,яблоки сладкие,г
2152,яблоки сушеные,г
2153,яблочная эссенция,г
2154,яблочное варенье,ч. л.
2155,яблочное повидло,г
2156,яблочное пюре,г
2157,яблочные чипсы,г
2158,яблочный джем,стакан
2159,яблочный сироп,г
2160,яблочный сок,ст. л.
2161,яблочный соус,г
2162,яблочный уксус,ст. л.
2163,ягнятина,г
2164,ягнятина кострец,г
2165,ягнятина фарш,г
2166,ягнячьи отбивные на косточке,г
2167,ягнячья голень нарубленная,шт.
2168,ягнячья корейка,г
2169,ягодное варенье,г
2170,ягодное желе,ст. л.
2171,ягодный сироп,г
2172,ягодный сок,г
2173,ягодный соус кислый,г
2174,ягоды,г
2175,ягоды вяленые,г
2176,ягоды замороженные,по вкусу
2177,ягоды лесные,г
2178,ягоды лесные замороженные,г
2179,яичные белки,шт.
2180,яичные желтки,шт.
2181,яичные желтки вареные,шт.
2182,яичные желтки крупные,шт.
2183,яичный меланж,г
2184,яичный порошок,г
2185,яйца куриные,шт.
2186,яйца куриные крупные,шт.
2187,яйца перепелиные,шт.
2188,японская крошка панко,г
2189,ячменные хлопья,г
2190,ячмень,г
2191,ячневая крупа,г
